"52.29.177.64","1593366219.728","POST /update-blog-stats HTTP/1.1","200","0","https://lbrito1.github.io/blog/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/61.0.3163.100 Chrome/61.0.3163.100 Safari/537.36 PingdomPageSpeed/1.0 (pingbot/2.0; +http://www.pingdom.com/)","0.091"
"52.29.177.64","1593366219.728","POST /update-blog-stats HTTP/1.1","200","0","https://lbrito1.github.io/blog/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/61.0.3163.100 Chrome/61.0.3163.100 Safari/537.36 PingdomPageSpeed/1.0 (pingbot/2.0; +http://www.pingdom.com/)","0.091"
"53.29.177.64","1593366219.728","POST /update-blog-stats HTTP/1.1","200","0","https://lbrito1.github.io/blog/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/61.0.3163.100 Chrome/61.0.3163.100 Safari/537.36 PingdomPageSpeed/1.0 (pingbot/2.0; +http://www.pingdom.com/)","0.091"
"127.0.0.1","1593368598.191","GET /assets/blazer/ace.self-d088784b7ecb87f1ea17e6f982fa968ffefcc07b79de6ecc548fc00242868da6.js?body=1 HTTP/1.1","200","6","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.015"
"127.0.0.1","1593368598.193","GET /assets/blazer/vue.self-f886d1e9e8861e49af87a21d19b7ae5cb98e7c3c39eee78431bd5edc87e05420.js?body=1 HTTP/1.1","200","289304","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.012"
"127.0.0.1","1593368598.194","GET /assets/blazer/routes.self-1b267b8d312d310ea0b35f94f74388afdd6745521e72c1fece7afde3a9115f7b.js?body=1 HTTP/1.1","200","698","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.012"
"127.0.0.1","1593368598.194","GET /assets/blazer/bootstrap.self-b38817c3e3a3049abb1fc08dd6ae448b23330f8453226efdb074710209474f75.js?body=1 HTTP/1.1","200","69708","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.014"
"127.0.0.1","1593368598.199","GET /assets/blazer/queries.self-87cb580ad54f31f701cf36d8bdbdbf2894dd341445848caa7c92a8d75b697273.js?body=1 HTTP/1.1","200","2499","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.015"
"127.0.0.1","1593368598.201","GET /assets/blazer/fuzzysearch.self-6139d0c6752ece8348817301a6ac362f67c0d346744bd97491bdec51905e49cd.js?body=1 HTTP/1.1","200","527","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.010"
"127.0.0.1","1593368598.202","GET /assets/blazer/application.self-3b7e2742ae459687a373acba0a61b0f2382472d608e65cec099e742cb362af73.js?body=1 HTTP/1.1","200","1649","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.011"
"127.0.0.1","1593368598.353","GET /assets/blazer/favicon-392743107d0d14fea5699cff1e80d209db7058ef660e643ff9c9f07e990ac084.png HTTP/1.1","200","320","-","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.001"
"127.0.0.1","1593368645.406","GET /blazer HTTP/1.1","200","8903","-","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.385"
"127.0.0.1","1593368645.466","GET /assets/blazer/jquery.self-5af507e253c37e9c9dcf65064fc3f93795e6e28012780579975a4d709f4074ad.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.007"
"127.0.0.1","1593368645.472","GET /assets/blazer/selectize.self-89bb259712ae6f2d043ed9c7ac47a4b50ff88611b6c8e1ed8effef2ccd75d21e.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.013"
"127.0.0.1","1593368645.488","GET /assets/blazer/jquery.stickytableheaders.self-5b06003e7ba2321ed563832420d4897cda992dd3e23ad59ed5a49626899a4a5c.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.029"
"127.0.0.1","1593368645.497","GET /assets/blazer/jquery-ujs.self-784a997f6726036b1993eb2217c9cb558e1cbb801c6da88105588c56f13b466a.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.038"
"127.0.0.1","1593368645.498","GET /assets/blazer/stupidtable-custom-settings.self-d474d3073a5c30de6172c60740ad5fe196800159d167bbdd14c0b40699bb2bb6.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.039"
"127.0.0.1","1593368645.499","GET /assets/blazer/stupidtable.self-e7b47c782ecb04f4cbca0cda2eee474b05d48070d35844288fc750ca37248f39.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.040"
"127.0.0.1","1593368645.505","GET /assets/blazer/moment.self-76ed5f26170ae03324e5b7c44266e3ee36e754e77d581a2314ceceb9768c7ddf.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.033"
"127.0.0.1","1593368645.507","GET /assets/blazer/highlight.min.self-ad84accab3e1780401c7c870643e043ac6484cd5b638668a527af69401da99ac.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.041"
"127.0.0.1","1593368645.509","GET /assets/blazer/moment-timezone-with-data.self-e07adaff28c0d26b83620f8ada97a16a5c386f4a06c68bba6d004ea3d1792da3.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.021"
"127.0.0.1","1593368645.513","GET /assets/blazer/daterangepicker.self-479d1cfd1504b872b6a46aa0478d6db8fbfdbe8ae0fcd381fdf776b241ca1b24.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.016"
"127.0.0.1","1593368645.514","GET /assets/blazer/Chart.self-452d6b6467c857273527c60e2f3389d823cc922268b5743cbb165d8703d63aff.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.016"
"127.0.0.1","1593368645.518","GET /assets/blazer/chartkick.self-56f8aaa39070445cc64490c1a2ed131d02556648c455bbeb1fd33c621e84f016.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.019"
"127.0.0.1","1593368645.523","GET /assets/blazer/ace/ace.self-e3e382eb47a5b97a18a8b7b37d331d8cc81670c2daf8cc36d90d5d5fe9b951e0.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.018"
"127.0.0.1","1593368645.527","GET /assets/blazer/ace/ext-language_tools.self-3338311401b0269501dd0e0be990eca15cf88f23990337a7851b5153a05e8e2e.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.020"
"127.0.0.1","1593368645.529","GET /assets/blazer/ace/theme-twilight.self-34a5ef7fddc7b73d3d49f9076cec0a60edb73806be8a8da66734f15e906ae1eb.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.020"
"127.0.0.1","1593368645.532","GET /assets/blazer/ace/mode-sql.self-9a9ce0d9b1467a38dc273a05ec0b8959639cb0d8637dbcf331d92c8c185bec54.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.019"
"127.0.0.1","1593368645.536","GET /assets/blazer/ace/snippets/text.self-0a720f1207002ac433ff7767c84b374ee70d78702f4da0a3e5e15e561080ceaf.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.022"
"127.0.0.1","1593368645.543","GET /assets/blazer/ace/snippets/sql.self-f08920578af332da35c020952fb9f9dac436369636399aa9d47cf65cc6af0f24.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.024"
"127.0.0.1","1593368645.548","GET /assets/blazer/Sortable.self-021f97a61e4a698dda5bd571713e4e4f291cb7289a8c62d90b60b545399a9a1f.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.021"
